IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",38,"1987",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",31216454
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",39,"1988",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",31690793
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",40,"1989",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32165766
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32637657
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",33105763
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",33568286
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34027240
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34488696
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34946110
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35389362
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35815971
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36233195
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36653031
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37070774
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37480493
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37885028
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38278164
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38668797
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39070501
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39476851
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39876112
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40273769
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40684339
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",41100123
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",41520740
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",41952365
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",42388269
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",42824054
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",43257066
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",43668242
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",44054616
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",44413596
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",44745520
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",45036032
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",45276780
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",45510318
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",45773884
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",46057867
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",46337520
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",77,"2026",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",46613495
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",78,"2027",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",46885958
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",79,"2028",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",47154446
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",80,"2029",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",47418600
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",81,"2030",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",47678561
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",82,"2031",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",47933520
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",83,"2032",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",48184275
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",84,"2033",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",48431562
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",85,"2034",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",48674651
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",86,"2035",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",48912958
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",87,"2036",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",49145855
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",88,"2037",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",49373724
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",89,"2038",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",49595170
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",90,"2039",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",49808558
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",91,"2040",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",50014489
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",92,"2041",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",50212929
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",93,"2042",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",50402787
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",94,"2043",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",50584827
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",95,"2044",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",50759160
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",96,"2045",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",50924787
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",97,"2046",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51081914
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",98,"2047",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51231274
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",99,"2048",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51371596
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",100,"2049",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51501321
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",101,"2050",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51621175
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",102,"2051",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51730940
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",103,"2052",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51830731
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",104,"2053",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51920043
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",105,"2054",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51999260
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",106,"2055",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52068035
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",107,"2056",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52126668
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",108,"2057",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52176088
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",109,"2058",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52215392
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",110,"2059",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52245005
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",111,"2060",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52265799
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",112,"2061",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52277808
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",113,"2062",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52281057
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",114,"2063",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52276572
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",115,"2064",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52264443
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",116,"2065",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52245374
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",117,"2066",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52218248
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",118,"2067",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52183035
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",119,"2068",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52139986
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",120,"2069",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52088234
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",121,"2070",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",52028280
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",11,"1960",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10286647
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",12,"1961",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10505938
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",13,"1962",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10711941
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",14,"1963",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10917375
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",15,"1964",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11131609
